split,image,image_path,group,width,height,resized_width,resized_height,x1,y1,x2,y2,w_px_640,h_px_640,area_px_640,short_px_640,size_bin,nearest_bat_px_640,bat_relation,edge_distance_px_640,blur_score,w_cell_p4,h_cell_p4,short_cell_p4,w_cell_p8,h_cell_p8,short_cell_p8,w_cell_p16,h_cell_p16,short_cell_p16
valid,000000047832_jpg.rf.1762de6ca76a4f170072eb4a6c1baccf.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000047832_jpg.rf.1762de6ca76a4f170072eb4a6c1baccf.jpg,000000047832,640,425,640,425,220.0,131.5,252.0,160.5,32.0,29.0,928.0,29.0,16-32,0.0,overlap,131.5,1290.13330078125,8.0,7.25,7.25,4.0,3.625,3.625,2.0,1.8125,1.8125
valid,000000048636_jpg.rf.0c7632787180f5d279a4b7592e093fbe.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000048636_jpg.rf.0c7632787180f5d279a4b7592e093fbe.jpg,000000048636,640,427,640,427,258.0,272.5,274.0,289.5,16.0,17.0,272.0,16.0,16-32,0.0,overlap,137.5,1183.7288818359375,4.0,4.25,4.0,2.0,2.125,2.0,1.0,1.0625,1.0
valid,000000057827_jpg.rf.c2a73a308776f6b7926ea323ee3b8d50.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000057827_jpg.rf.c2a73a308776f6b7926ea323ee3b8d50.jpg,000000057827,640,480,640,480,439.5,173.5,454.5,188.5,15.0,15.0,225.0,15.0,8-16,112.5,far,173.5,4398.0986328125,3.75,3.75,3.75,1.875,1.875,1.875,0.9375,0.9375,0.9375
valid,000000069194_jpg.rf.cba7b090a2a36e6c725390275a695373.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000069194_jpg.rf.cba7b090a2a36e6c725390275a695373.jpg,000000069194,640,453,640,453,6.5,179.0,33.5,203.0,27.0,24.0,648.0,24.0,16-32,136.5,far,6.5,586.5941772460938,6.75,6.0,6.0,3.375,3.0,3.0,1.6875,1.5,1.5
valid,000000118848_jpg.rf.2ef8740d0f09423889d7df9c9fb96636.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000118848_jpg.rf.2ef8740d0f09423889d7df9c9fb96636.jpg,000000118848,640,424,640,424,452.0,195.0,470.0,211.0,18.0,16.0,288.0,16.0,16-32,72.0,far,170.0,1470.992919921875,4.5,4.0,4.0,2.25,2.0,2.0,1.125,1.0,1.0
valid,000000132615_jpg.rf.47f1de6c07d298c3ffae83980fe28325.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000132615_jpg.rf.47f1de6c07d298c3ffae83980fe28325.jpg,000000132615,640,427,640,427,257.0,270.0,275.0,288.0,18.0,18.0,324.0,18.0,16-32,0.0,overlap,139.0,625.4995727539062,4.5,4.5,4.5,2.25,2.25,2.25,1.125,1.125,1.125
valid,000000145926_jpg.rf.54df5e5d0a6710b69a34722d3355b1fb.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000145926_jpg.rf.54df5e5d0a6710b69a34722d3355b1fb.jpg,000000145926,640,561,640,561,581.5,108.0,602.5,126.0,21.0,18.000000000000004,378.00000000000006,18.000000000000004,16-32,inf,no_bat,37.5,3142.0927734375,5.25,4.500000000000001,4.500000000000001,2.625,2.2500000000000004,2.2500000000000004,1.3125,1.1250000000000002,1.1250000000000002
valid,000000153080_jpg.rf.eb78df54eea6e1a51ae5ce2a9e973cfe.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000153080_jpg.rf.eb78df54eea6e1a51ae5ce2a9e973cfe.jpg,000000153080,640,428,640,428,534.5,133.5,549.5,148.5,15.0,14.999999999999998,224.99999999999997,14.999999999999998,8-16,62.36184731067546,far,90.5,740.9872436523438,3.75,3.7499999999999996,3.7499999999999996,1.875,1.8749999999999998,1.8749999999999998,0.9375,0.9374999999999999,0.9374999999999999
valid,000000162189_jpg.rf.f8907983c738d1a47cac36086273c3cf.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000162189_jpg.rf.f8907983c738d1a47cac36086273c3cf.jpg,000000162189,640,427,640,427,583.0,283.0,595.0,297.0,12.0,14.0,168.0,12.0,8-16,78.60184476206649,far,45.0,3173.1181640625,3.0,3.5,3.0,1.5,1.75,1.5,0.75,0.875,0.75
valid,000000165638_jpg.rf.1cb83ee7e1f8ebbbde71922040bd24c1.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000165638_jpg.rf.1cb83ee7e1f8ebbbde71922040bd24c1.jpg,000000165638,640,428,640,428,533.5,147.0,548.5,161.0,15.0,13.999999999999998,209.99999999999997,13.999999999999998,8-16,62.0,far,91.5,13388.990234375,3.75,3.4999999999999996,3.4999999999999996,1.875,1.7499999999999998,1.7499999999999998,0.9375,0.8749999999999999,0.8749999999999999
valid,000000199720_jpg.rf.3b29d18bafae1543b3ad4f2ddb9394b3.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000199720_jpg.rf.3b29d18bafae1543b3ad4f2ddb9394b3.jpg,000000199720,640,446,640,446,194.0,215.0,216.0,233.0,22.0,18.0,396.0,18.0,16-32,inf,no_bat,194.0,108.03473663330078,5.5,4.5,4.5,2.75,2.25,2.25,1.375,1.125,1.125
valid,000000208955_jpg.rf.ba145ea9c6dee1cf0342cffd2c39e657.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000208955_jpg.rf.ba145ea9c6dee1cf0342cffd2c39e657.jpg,000000208955,640,480,640,480,318.0,116.5,328.0,127.5,10.0,11.0,110.0,10.0,8-16,178.5,far,116.5,994.696533203125,2.5,2.75,2.5,1.25,1.375,1.25,0.625,0.6875,0.625
valid,000000219690_jpg.rf.a0a850921db448a05362068dee3cdae7.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000219690_jpg.rf.a0a850921db448a05362068dee3cdae7.jpg,000000219690,640,427,640,427,435.5,137.0,456.5,159.0,21.0,22.0,462.0,21.0,16-32,0.0,overlap,137.0,746.7130737304688,5.25,5.5,5.25,2.625,2.75,2.625,1.3125,1.375,1.3125
valid,000000233348_jpg.rf.4146b87fdd1d92ca1916e474c1b64575.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000233348_jpg.rf.4146b87fdd1d92ca1916e474c1b64575.jpg,000000233348,640,425,640,425,318.5,22.0,329.5,34.0,11.0,12.0,132.0,11.0,8-16,104.67210707729161,far,22.0,3273.318603515625,2.75,3.0,2.75,1.375,1.5,1.375,0.6875,0.75,0.6875
valid,000000300772_jpg.rf.ea3aa3181e5842502bf15b6f0851685c.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000300772_jpg.rf.ea3aa3181e5842502bf15b6f0851685c.jpg,000000300772,640,640,640,640,66.0,137.0,102.0,171.0,36.0,34.0,1224.0,34.0,>=32,334.37852801877096,far,66.0,1068.8048095703125,9.0,8.5,8.5,4.5,4.25,4.25,2.25,2.125,2.125
valid,000000304083_jpg.rf.54430687eba17e818ae750adaa180c28.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000304083_jpg.rf.54430687eba17e818ae750adaa180c28.jpg,000000304083,640,480,640,480,273.5,305.5,292.5,324.5,19.0,19.0,361.0,19.0,16-32,0.0,overlap,155.5,383.0936584472656,4.75,4.75,4.75,2.375,2.375,2.375,1.1875,1.1875,1.1875
valid,000000318733_jpg.rf.67c537c5826ab8c21969942f5b7586c5.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000318733_jpg.rf.67c537c5826ab8c21969942f5b7586c5.jpg,000000318733,409,640,409,640,209.0,183.0,243.0,213.0,34.0,30.0,1020.0,30.0,16-32,0.0,overlap,166.0,482.3824157714844,8.5,7.5,7.5,4.25,3.75,3.75,2.125,1.875,1.875
valid,000000343227_jpg.rf.ae16e55509fa7a36a3a6dbd29edcafdc.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000343227_jpg.rf.ae16e55509fa7a36a3a6dbd29edcafdc.jpg,000000343227,640,427,640,427,362.5,80.0,387.5,112.0,25.0,32.0,800.0,25.0,16-32,200.35780493906395,far,80.0,30064.025390625,6.25,8.0,6.25,3.125,4.0,3.125,1.5625,2.0,1.5625
valid,000000359497_jpg.rf.3f3b4d6d03cc03d7dadc3f7f5c409a17.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000359497_jpg.rf.3f3b4d6d03cc03d7dadc3f7f5c409a17.jpg,000000359497,640,398,640,398,582.5,201.0,599.5,219.0,17.0,18.0,306.0,17.0,16-32,0.0,overlap,40.5,1172.02783203125,4.25,4.5,4.25,2.125,2.25,2.125,1.0625,1.125,1.0625
valid,000000360452_jpg.rf.ef220a54e1c471bfab3ce2b46b14faec.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000360452_jpg.rf.ef220a54e1c471bfab3ce2b46b14faec.jpg,000000360452,640,420,640,420,603.5,178.0,622.5,194.0,19.0,16.0,304.0,16.0,16-32,102.96115772464877,far,17.5,1941.7412109375,4.75,4.0,4.0,2.375,2.0,2.0,1.1875,1.0,1.0
valid,000000378970_jpg.rf.ba058898ddc91208658ba6f036c0c464.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000378970_jpg.rf.ba058898ddc91208658ba6f036c0c464.jpg,000000378970,640,480,640,480,168.0,219.5,186.0,234.5,18.0,15.0,270.0,15.0,8-16,21.523243250030884,near,168.0,284.7549133300781,4.5,3.75,3.75,2.25,1.875,1.875,1.125,0.9375,0.9375
valid,000000395291_jpg.rf.fff71460bab24fd97b09cfbd9a6d906a.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000395291_jpg.rf.fff71460bab24fd97b09cfbd9a6d906a.jpg,000000395291,640,480,640,480,17.0,196.0,37.0,218.0,20.0,22.0,440.0,20.0,16-32,236.2763212850581,far,17.0,927.8021240234375,5.0,5.5,5.0,2.5,2.75,2.5,1.25,1.375,1.25
valid,000000449119_jpg.rf.57177b2ee0912dc4f6cdeea947aa46de.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000449119_jpg.rf.57177b2ee0912dc4f6cdeea947aa46de.jpg,000000449119,640,480,640,480,170.0,303.0,184.0,317.0,14.0,14.0,196.0,14.0,8-16,8.631338250816034,near,163.0,2245.198486328125,3.5,3.5,3.5,1.75,1.75,1.75,0.875,0.875,0.875
valid,000000466422_jpg.rf.6f4a66aab8c98b7e454ca3e1a8c3b740.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000466422_jpg.rf.6f4a66aab8c98b7e454ca3e1a8c3b740.jpg,000000466422,427,640,427,640,194.0,290.0,216.0,308.0,22.0,18.0,396.0,18.0,16-32,111.4955156048888,far,194.0,3189.644287109375,5.5,4.5,4.5,2.75,2.25,2.25,1.375,1.125,1.125
valid,000000471966_jpg.rf.d574bb278260c0fc13ca724f571111bb.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000471966_jpg.rf.d574bb278260c0fc13ca724f571111bb.jpg,000000471966,640,480,640,480,492.5,359.5,503.5,372.5,11.0,13.0,143.0,11.0,8-16,0.0,overlap,107.5,2249.829345703125,2.75,3.25,2.75,1.375,1.625,1.375,0.6875,0.8125,0.6875
valid,000000485689_jpg.rf.14cac6051ea2945edfb2157b0b7474e7.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000485689_jpg.rf.14cac6051ea2945edfb2157b0b7474e7.jpg,000000485689,640,473,640,473,535.0,230.0,555.0,250.0,20.0,20.0,400.0,20.0,16-32,3.0,near,85.0,3174.01025390625,5.0,5.0,5.0,2.5,2.5,2.5,1.25,1.25,1.25
valid,000000491053_jpg.rf.136d08bc0011ecc227157c5280da94fc.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000491053_jpg.rf.136d08bc0011ecc227157c5280da94fc.jpg,000000491053,640,444,640,444,261.0,275.5,279.0,292.5,18.0,17.0,306.0,17.0,16-32,28.0,near,151.5,250.4516143798828,4.5,4.25,4.25,2.25,2.125,2.125,1.125,1.0625,1.0625
valid,000000492840_jpg.rf.676806658cbe4bc84ef0e9d094810560.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000492840_jpg.rf.676806658cbe4bc84ef0e9d094810560.jpg,000000492840,640,427,640,427,57.0,267.5,79.0,286.5,22.0,19.0,418.0,19.0,16-32,7.5,near,57.0,240.19212341308594,5.5,4.75,4.75,2.75,2.375,2.375,1.375,1.1875,1.1875
valid,000000492943_jpg.rf.27f43ccd0e731ba0554eee72e7993ddc.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000492943_jpg.rf.27f43ccd0e731ba0554eee72e7993ddc.jpg,000000492943,640,513,640,513,476.5,296.0,499.5,322.0,23.0,26.0,598.0,23.0,16-32,0.0,overlap,140.5,2208.885986328125,5.75,6.5,5.75,2.875,3.25,2.875,1.4375,1.625,1.4375
valid,000000507551_jpg.rf.848b62e457ed74bcf7b82a01b92d1711.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000507551_jpg.rf.848b62e457ed74bcf7b82a01b92d1711.jpg,000000507551,640,499,640,499,343.5,125.5,362.5,142.5,19.0,17.0,323.0,17.0,16-32,0.0,overlap,125.5,2116.109375,4.75,4.25,4.25,2.375,2.125,2.125,1.1875,1.0625,1.0625
valid,000000508092_jpg.rf.9a1f6bcf801a71b0b5ce1058d8d339ca.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000508092_jpg.rf.9a1f6bcf801a71b0b5ce1058d8d339ca.jpg,000000508092,640,427,640,427,218.0,232.5,232.0,245.5,14.0,13.0,182.0,13.0,8-16,158.5,far,181.5,1023.8009643554688,3.5,3.25,3.25,1.75,1.625,1.625,0.875,0.8125,0.8125
valid,000000529515_jpg.rf.da032b4f724854fd62ee49bc22f6fec4.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000529515_jpg.rf.da032b4f724854fd62ee49bc22f6fec4.jpg,000000529515,640,512,640,512,508.5,294.0,525.5,312.0,17.0,18.0,306.0,17.0,16-32,174.79201926861535,far,114.5,1409.1317138671875,4.25,4.5,4.25,2.125,2.25,2.125,1.0625,1.125,1.0625
valid,000000542024_jpg.rf.70a637755a1cd8bd0a4481c6ebf7a885.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000542024_jpg.rf.70a637755a1cd8bd0a4481c6ebf7a885.jpg,000000542024,640,427,640,427,55.0,148.0,79.0,170.0,24.0,22.0,528.0,22.0,16-32,inf,no_bat,55.0,1905.2178955078125,6.0,5.5,5.5,3.0,2.75,2.75,1.5,1.375,1.375
valid,000000556669_jpg.rf.fec22fe66ae0177c17de219f3ff644e8.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000556669_jpg.rf.fec22fe66ae0177c17de219f3ff644e8.jpg,000000556669,640,426,640,426,305.0,38.5,323.0,57.5,18.0,19.0,342.0,18.0,16-32,104.67210707729161,far,38.5,3928.69677734375,4.5,4.75,4.5,2.25,2.375,2.25,1.125,1.1875,1.125
valid,000000574368_jpg.rf.9bedddc8af121cd24eecc7a55612f01b.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/000000574368_jpg.rf.9bedddc8af121cd24eecc7a55612f01b.jpg,000000574368,640,427,640,427,341.5,22.5,364.5,43.5,23.0,21.0,483.0,21.0,16-32,146.6714014387263,far,22.5,7095.87890625,5.75,5.25,5.25,2.875,2.625,2.625,1.4375,1.3125,1.3125
valid,007f85f5204b449a_jpg.rf.a4bf514a63e00ca8f5c95f3774990c9c.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/007f85f5204b449a_jpg.rf.a4bf514a63e00ca8f5c95f3774990c9c.jpg,007f85f5204b449a,640,640,640,640,311.5,208.5,330.5,227.5,19.0,19.0,361.0,19.0,16-32,121.0,far,208.5,886.7642211914062,4.75,4.75,4.75,2.375,2.375,2.375,1.1875,1.1875,1.1875
valid,00dc6a5abc773fe7_jpg.rf.615c22fee4319f379096c93723746f4e.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/00dc6a5abc773fe7_jpg.rf.615c22fee4319f379096c93723746f4e.jpg,00dc6a5abc773fe7,640,640,640,640,293.0,212.0,313.0,234.0,20.0,22.0,440.0,20.0,16-32,202.81580313180726,far,212.0,501.39727783203125,5.0,5.5,5.0,2.5,2.75,2.5,1.25,1.375,1.25
valid,01b14046e3d9b90b_jpg.rf.3b906455c4813835eb3dc6094c5b730e.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/01b14046e3d9b90b_jpg.rf.3b906455c4813835eb3dc6094c5b730e.jpg,01b14046e3d9b90b,640,640,640,640,543.0,201.0,561.0,223.0,18.0,22.0,396.0,18.0,16-32,6.5,near,79.0,994.7359619140625,4.5,5.5,4.5,2.25,2.75,2.25,1.125,1.375,1.125
valid,021d77990d516631_jpg.rf.d78a874e7ffbec02f71ded3ad0860113.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/021d77990d516631_jpg.rf.d78a874e7ffbec02f71ded3ad0860113.jpg,021d77990d516631,640,640,640,640,270.5,357.0,289.5,383.0,19.0,26.0,494.0,19.0,16-32,125.5,far,257.0,426.18829345703125,4.75,6.5,4.75,2.375,3.25,2.375,1.1875,1.625,1.1875
valid,026cd820a8575bc9_jpg.rf.8bc763d3a78facfc6e0546d4b7cb994f.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/026cd820a8575bc9_jpg.rf.8bc763d3a78facfc6e0546d4b7cb994f.jpg,026cd820a8575bc9,640,640,640,640,458.0,351.5,484.0,364.5,26.0,13.0,338.0,13.0,8-16,83.0,far,156.0,210.50794982910156,6.5,3.25,3.25,3.25,1.625,1.625,1.625,0.8125,0.8125
valid,030d76b1935dcb3e_jpg.rf.5814ff8e20ca66ba007937b8d51018df.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/030d76b1935dcb3e_jpg.rf.5814ff8e20ca66ba007937b8d51018df.jpg,030d76b1935dcb3e,640,640,640,640,323.5,286.5,334.5,299.5,11.0,13.0,143.0,11.0,8-16,21.242645786248,near,286.5,1255.979736328125,2.75,3.25,2.75,1.375,1.625,1.375,0.6875,0.8125,0.6875
valid,102605cf807ff97a_jpg.rf.3d7d5ba1d5f97b47a1a920850fddfc5e.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/102605cf807ff97a_jpg.rf.3d7d5ba1d5f97b47a1a920850fddfc5e.jpg,102605cf807ff97a,640,640,640,640,552.0,464.0,574.0,490.0,22.0,26.0,572.0,22.0,16-32,281.55372489100546,far,66.0,1988.717041015625,5.5,6.5,5.5,2.75,3.25,2.75,1.375,1.625,1.375
valid,113564c370d8610b_jpg.rf.fbf90b4ce51fb34a094af31cb45a6973.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/113564c370d8610b_jpg.rf.fbf90b4ce51fb34a094af31cb45a6973.jpg,113564c370d8610b,640,640,640,640,167.5,263.0,180.5,281.0,13.0,18.0,234.0,13.0,8-16,90.5165730681404,far,167.5,1103.8365478515625,3.25,4.5,3.25,1.625,2.25,1.625,0.8125,1.125,0.8125
valid,119_png_jpg.rf.312f16c05359877b49dbbb27c991a3fb.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/119_png_jpg.rf.312f16c05359877b49dbbb27c991a3fb.jpg,119_png,640,640,640,640,290.0,271.0,304.0,289.0,14.0,18.0,252.0,14.0,8-16,inf,no_bat,271.0,468.54705810546875,3.5,4.5,3.5,1.75,2.25,1.75,0.875,1.125,0.875
valid,13db4af013f84b62_jpg.rf.1631ff3f214b531c41c1663388274a6e.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/13db4af013f84b62_jpg.rf.1631ff3f214b531c41c1663388274a6e.jpg,13db4af013f84b62,640,640,640,640,496.5,218.5,537.5,261.5,41.0,43.0,1763.0,41.0,>=32,222.0,far,102.5,815.5427856445312,10.25,10.75,10.25,5.125,5.375,5.125,2.5625,2.6875,2.5625
valid,146_png_jpg.rf.e8b8e7c21231d2d77ccd344d51270c57.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/146_png_jpg.rf.e8b8e7c21231d2d77ccd344d51270c57.jpg,146_png,640,640,640,640,239.5,175.5,254.5,202.5,15.0,27.0,405.0,15.0,8-16,inf,no_bat,175.5,429.12188720703125,3.75,6.75,3.75,1.875,3.375,1.875,0.9375,1.6875,0.9375
valid,154ce8f20b244f83_jpg.rf.82e8fc99592d677ee02d3a33c4cfd9d9.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/154ce8f20b244f83_jpg.rf.82e8fc99592d677ee02d3a33c4cfd9d9.jpg,154ce8f20b244f83,640,640,640,640,190.0,316.0,234.0,346.0,44.0,30.0,1320.0,30.0,16-32,71.5,far,190.0,634.1787719726562,11.0,7.5,7.5,5.5,3.75,3.75,2.75,1.875,1.875
valid,171a420a591aba8b_jpg.rf.5c85c03f399a1494b0093e203d332e7e.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/171a420a591aba8b_jpg.rf.5c85c03f399a1494b0093e203d332e7e.jpg,171a420a591aba8b,640,640,640,640,553.0,355.0,567.0,373.0,14.0,18.0,252.0,14.0,8-16,287.7577105830528,far,73.0,284.8694152832031,3.5,4.5,3.5,1.75,2.25,1.75,0.875,1.125,0.875
