split,image,image_path,group,width,height,resized_width,resized_height,x1,y1,x2,y2,w_px_640,h_px_640,area_px_640,short_px_640,size_bin,nearest_bat_px_640,bat_relation,edge_distance_px_640,blur_score,w_cell_p4,h_cell_p4,short_cell_p4,w_cell_p8,h_cell_p8,short_cell_p8,w_cell_p16,h_cell_p16,short_cell_p16
train,000000012810_jpg.rf.07b338f7e538a1cca7addbbcd26afefb.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000012810_jpg.rf.07b338f7e538a1cca7addbbcd26afefb.jpg,000000012810,640,427,640,427,197.0,192.5,211.0,205.5,14.0,13.0,182.0,13.0,8-16,201.47766625608904,far,192.5,4156.10693359375,3.5,3.25,3.25,1.75,1.625,1.625,0.875,0.8125,0.8125
train,000000012810_jpg.rf.38943b3b1d4ce7e9eead0b934319151c.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000012810_jpg.rf.38943b3b1d4ce7e9eead0b934319151c.jpg,000000012810,640,427,640,427,197.0,192.5,211.0,205.5,14.0,13.0,182.0,13.0,8-16,201.47766625608904,far,192.5,4106.72802734375,3.5,3.25,3.25,1.75,1.625,1.625,0.875,0.8125,0.8125
train,000000012810_jpg.rf.ea36b689603c7f6f3c87b4a3f8bd68b2.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000012810_jpg.rf.ea36b689603c7f6f3c87b4a3f8bd68b2.jpg,000000012810,640,427,640,427,197.0,192.5,211.0,205.5,14.0,13.0,182.0,13.0,8-16,201.47766625608904,far,192.5,4219.11865234375,3.5,3.25,3.25,1.75,1.625,1.625,0.875,0.8125,0.8125
train,000000020001_jpg.rf.7a855a4234623cacd01d8627b50b3236.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000020001_jpg.rf.7a855a4234623cacd01d8627b50b3236.jpg,000000020001,531,640,531,640,63.0,190.0,91.0,220.0,28.0,30.0,840.0,28.0,16-32,176.0,far,63.0,405.97027587890625,7.0,7.5,7.0,3.5,3.75,3.5,1.75,1.875,1.75
train,000000020001_jpg.rf.8d86a51bea9179da57ff4450e952089b.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000020001_jpg.rf.8d86a51bea9179da57ff4450e952089b.jpg,000000020001,531,640,531,640,63.0,190.0,91.0,220.0,28.0,30.0,840.0,28.0,16-32,176.0,far,63.0,356.5578918457031,7.0,7.5,7.0,3.5,3.75,3.5,1.75,1.875,1.75
train,000000020001_jpg.rf.ea6a342f075e6fd3ba4e18d5cfad9421.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000020001_jpg.rf.ea6a342f075e6fd3ba4e18d5cfad9421.jpg,000000020001,531,640,531,640,63.0,190.0,91.0,220.0,28.0,30.0,840.0,28.0,16-32,176.0,far,63.0,157.1933135986328,7.0,7.5,7.0,3.5,3.75,3.5,1.75,1.875,1.75
train,000000026498_jpg.rf.ca88e1ce762fa7341c12153134fd41e4.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000026498_jpg.rf.ca88e1ce762fa7341c12153134fd41e4.jpg,000000026498,640,640,640,640,98.0,187.5,120.0,208.5,22.0,21.0,462.0,21.0,16-32,77.54031209635411,far,98.0,214.3158721923828,5.5,5.25,5.25,2.75,2.625,2.625,1.375,1.3125,1.3125
train,000000026498_jpg.rf.cf3c8846c466903ec728823d54566c7f.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000026498_jpg.rf.cf3c8846c466903ec728823d54566c7f.jpg,000000026498,640,640,640,640,98.0,187.5,120.0,208.5,22.0,21.0,462.0,21.0,16-32,77.54031209635411,far,98.0,212.39279174804688,5.5,5.25,5.25,2.75,2.625,2.625,1.375,1.3125,1.3125
train,000000026498_jpg.rf.e160b892077f3b12e02771e2b6a0d67e.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000026498_jpg.rf.e160b892077f3b12e02771e2b6a0d67e.jpg,000000026498,640,640,640,640,98.0,187.5,120.0,208.5,22.0,21.0,462.0,21.0,16-32,77.54031209635411,far,98.0,212.74176025390625,5.5,5.25,5.25,2.75,2.625,2.625,1.375,1.3125,1.3125
train,000000028626_jpg.rf.42266c05cf3753155f06a58dc3b4a2fc.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000028626_jpg.rf.42266c05cf3753155f06a58dc3b4a2fc.jpg,000000028626,427,640,427,640,330.0,411.0,394.0,469.0,64.0,58.0,3712.0,58.0,>=32,0.0,overlap,33.0,148.0253448486328,16.0,14.5,14.5,8.0,7.25,7.25,4.0,3.625,3.625
train,000000028626_jpg.rf.49fcda6f1abc94ff3a781ebd5c8069cf.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000028626_jpg.rf.49fcda6f1abc94ff3a781ebd5c8069cf.jpg,000000028626,427,640,427,640,330.0,411.0,394.0,469.0,64.0,58.0,3712.0,58.0,>=32,0.0,overlap,33.0,148.13858032226562,16.0,14.5,14.5,8.0,7.25,7.25,4.0,3.625,3.625
train,000000028626_jpg.rf.ec1b69ea831f9e20248709658ba968fc.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000028626_jpg.rf.ec1b69ea831f9e20248709658ba968fc.jpg,000000028626,427,640,427,640,330.0,411.0,394.0,469.0,64.0,58.0,3712.0,58.0,>=32,0.0,overlap,33.0,148.0253448486328,16.0,14.5,14.5,8.0,7.25,7.25,4.0,3.625,3.625
train,000000028881_jpg.rf.002d68f8465b4aeb7ae8dbb8ea913d16.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000028881_jpg.rf.002d68f8465b4aeb7ae8dbb8ea913d16.jpg,000000028881,640,427,640,427,199.0,85.0,217.0,101.0,18.0,16.0,288.0,16.0,16-32,76.5,far,85.0,3571.142333984375,4.5,4.0,4.0,2.25,2.0,2.0,1.125,1.0,1.0
train,000000028881_jpg.rf.71db06855c4fba7d6e48a04be3477528.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000028881_jpg.rf.71db06855c4fba7d6e48a04be3477528.jpg,000000028881,640,427,640,427,199.0,85.0,217.0,101.0,18.0,16.0,288.0,16.0,16-32,76.5,far,85.0,4087.019775390625,4.5,4.0,4.0,2.25,2.0,2.0,1.125,1.0,1.0
train,000000028881_jpg.rf.d1960b0381a1764c0cef8fe2c9575f35.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000028881_jpg.rf.d1960b0381a1764c0cef8fe2c9575f35.jpg,000000028881,640,427,640,427,199.0,85.0,217.0,101.0,18.0,16.0,288.0,16.0,16-32,76.5,far,85.0,5037.20263671875,4.5,4.0,4.0,2.25,2.0,2.0,1.125,1.0,1.0
train,000000029892_jpg.rf.578248afaf90d064b86d1cb9ed7e32b6.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000029892_jpg.rf.578248afaf90d064b86d1cb9ed7e32b6.jpg,000000029892,640,427,640,427,301.5,32.5,310.5,41.5,9.0,9.0,81.0,9.0,8-16,118.90542460291708,far,32.5,4496.4814453125,2.25,2.25,2.25,1.125,1.125,1.125,0.5625,0.5625,0.5625
train,000000029892_jpg.rf.ceaea1df7bd5a452ec8a87e7b2f262fa.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000029892_jpg.rf.ceaea1df7bd5a452ec8a87e7b2f262fa.jpg,000000029892,640,427,640,427,301.5,32.5,310.5,41.5,9.0,9.0,81.0,9.0,8-16,118.90542460291708,far,32.5,4903.62353515625,2.25,2.25,2.25,1.125,1.125,1.125,0.5625,0.5625,0.5625
train,000000029892_jpg.rf.edfcc55ee5b088c99be08b990e4b8d43.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000029892_jpg.rf.edfcc55ee5b088c99be08b990e4b8d43.jpg,000000029892,640,427,640,427,301.5,32.5,310.5,41.5,9.0,9.0,81.0,9.0,8-16,118.90542460291708,far,32.5,4956.35595703125,2.25,2.25,2.25,1.125,1.125,1.125,0.5625,0.5625,0.5625
train,000000030303_jpg.rf.562e9d57d644b342389de449cdff643b.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000030303_jpg.rf.562e9d57d644b342389de449cdff643b.jpg,000000030303,640,428,640,428,328.0,208.5,338.0,217.5,10.0,9.0,90.0,9.0,8-16,82.0,far,208.5,1901.971923828125,2.5,2.25,2.25,1.25,1.125,1.125,0.625,0.5625,0.5625
train,000000030303_jpg.rf.a36788f4e11b4ac43d56acc70bd5f1b1.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000030303_jpg.rf.a36788f4e11b4ac43d56acc70bd5f1b1.jpg,000000030303,640,428,640,428,328.0,208.5,338.0,217.5,10.0,9.0,90.0,9.0,8-16,82.0,far,208.5,1967.839111328125,2.5,2.25,2.25,1.25,1.125,1.125,0.625,0.5625,0.5625
train,000000030303_jpg.rf.e195e41a1e9a5acbf869d977ab9911a4.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000030303_jpg.rf.e195e41a1e9a5acbf869d977ab9911a4.jpg,000000030303,640,428,640,428,328.0,208.5,338.0,217.5,10.0,9.0,90.0,9.0,8-16,82.0,far,208.5,1986.323486328125,2.5,2.25,2.25,1.25,1.125,1.125,0.625,0.5625,0.5625
train,000000030992_jpg.rf.6ebc11a2a667b505e72bdb74aba0467d.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000030992_jpg.rf.6ebc11a2a667b505e72bdb74aba0467d.jpg,000000030992,640,512,640,512,237.5,264.0,256.5,280.0,19.0,16.0,304.0,16.0,16-32,105.98348928017043,far,232.0,3032.597900390625,4.75,4.0,4.0,2.375,2.0,2.0,1.1875,1.0,1.0
train,000000030992_jpg.rf.90c124edf892bf893d78674acbd947e3.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000030992_jpg.rf.90c124edf892bf893d78674acbd947e3.jpg,000000030992,640,512,640,512,237.5,264.0,256.5,280.0,19.0,16.0,304.0,16.0,16-32,105.98348928017043,far,232.0,2990.835205078125,4.75,4.0,4.0,2.375,2.0,2.0,1.1875,1.0,1.0
train,000000030992_jpg.rf.d25236074c74dcc152a24ad6529060d7.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000030992_jpg.rf.d25236074c74dcc152a24ad6529060d7.jpg,000000030992,640,512,640,512,237.5,264.0,256.5,280.0,19.0,16.0,304.0,16.0,16-32,105.98348928017043,far,232.0,3112.55615234375,4.75,4.0,4.0,2.375,2.0,2.0,1.1875,1.0,1.0
train,000000033756_jpg.rf.6c3afd463831b5e76d9a3d4f7ec1ab97.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000033756_jpg.rf.6c3afd463831b5e76d9a3d4f7ec1ab97.jpg,000000033756,640,426,640,426,237.5,256.0,248.5,268.0,11.0,12.0,132.0,11.0,8-16,0.0,overlap,158.0,3008.447509765625,2.75,3.0,2.75,1.375,1.5,1.375,0.6875,0.75,0.6875
train,000000033756_jpg.rf.9255e83fb16b4f2b9855ab95c46bc43a.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000033756_jpg.rf.9255e83fb16b4f2b9855ab95c46bc43a.jpg,000000033756,640,426,640,426,237.5,256.0,248.5,268.0,11.0,12.0,132.0,11.0,8-16,0.0,overlap,158.0,2640.828857421875,2.75,3.0,2.75,1.375,1.5,1.375,0.6875,0.75,0.6875
train,000000033756_jpg.rf.9786c192642bee079afbb98c3a16fd19.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000033756_jpg.rf.9786c192642bee079afbb98c3a16fd19.jpg,000000033756,640,426,640,426,237.5,256.0,248.5,268.0,11.0,12.0,132.0,11.0,8-16,0.0,overlap,158.0,2731.572021484375,2.75,3.0,2.75,1.375,1.5,1.375,0.6875,0.75,0.6875
train,000000039777_jpg.rf.50fb3b776e9a64e283428c886d142e16.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000039777_jpg.rf.50fb3b776e9a64e283428c886d142e16.jpg,000000039777,640,517,640,517,265.0,61.0,285.0,81.0,20.0,20.0,400.0,20.0,16-32,237.08490040489716,far,61.0,5919.2373046875,5.0,5.0,5.0,2.5,2.5,2.5,1.25,1.25,1.25
train,000000039777_jpg.rf.cd414ac42197f1145b15e149a0babfc5.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000039777_jpg.rf.cd414ac42197f1145b15e149a0babfc5.jpg,000000039777,640,517,640,517,265.0,61.0,285.0,81.0,20.0,20.0,400.0,20.0,16-32,237.08490040489716,far,61.0,5868.099609375,5.0,5.0,5.0,2.5,2.5,2.5,1.25,1.25,1.25
train,000000039777_jpg.rf.fb0238d654c9a36c75d5c4697dc24445.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000039777_jpg.rf.fb0238d654c9a36c75d5c4697dc24445.jpg,000000039777,640,517,640,517,265.0,61.0,285.0,81.0,20.0,20.0,400.0,20.0,16-32,237.08490040489716,far,61.0,5382.02734375,5.0,5.0,5.0,2.5,2.5,2.5,1.25,1.25,1.25
train,000000044901_jpg.rf.64c3af058b6270ddbf23e14b00609f5e.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000044901_jpg.rf.64c3af058b6270ddbf23e14b00609f5e.jpg,000000044901,640,472,640,472,45.0,178.0,59.0,192.0,14.0,14.0,196.0,14.0,8-16,231.55668852356652,far,45.0,1457.58349609375,3.5,3.5,3.5,1.75,1.75,1.75,0.875,0.875,0.875
train,000000044901_jpg.rf.8b0998724482aadc7372b6aa98f77c1e.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000044901_jpg.rf.8b0998724482aadc7372b6aa98f77c1e.jpg,000000044901,640,472,640,472,45.0,178.0,59.0,192.0,14.0,14.0,196.0,14.0,8-16,231.55668852356652,far,45.0,1490.7225341796875,3.5,3.5,3.5,1.75,1.75,1.75,0.875,0.875,0.875
train,000000044901_jpg.rf.a986b933c4f421f3ec1a9564a7307d48.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000044901_jpg.rf.a986b933c4f421f3ec1a9564a7307d48.jpg,000000044901,640,472,640,472,45.0,178.0,59.0,192.0,14.0,14.0,196.0,14.0,8-16,231.55668852356652,far,45.0,1421.7042236328125,3.5,3.5,3.5,1.75,1.75,1.75,0.875,0.875,0.875
train,000000055074_jpg.rf.75a176680b8af86ceffb9472526e6120.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000055074_jpg.rf.75a176680b8af86ceffb9472526e6120.jpg,000000055074,640,381,640,381,503.5,112.0,516.5,122.0,13.0,10.0,130.0,10.0,8-16,144.0,far,112.0,2844.442626953125,3.25,2.5,2.5,1.625,1.25,1.25,0.8125,0.625,0.625
train,000000055074_jpg.rf.b616e77190e86b6018b3fbf2e18b52b2.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000055074_jpg.rf.b616e77190e86b6018b3fbf2e18b52b2.jpg,000000055074,640,381,640,381,503.5,112.0,516.5,122.0,13.0,10.0,130.0,10.0,8-16,144.0,far,112.0,2933.5068359375,3.25,2.5,2.5,1.625,1.25,1.25,0.8125,0.625,0.625
train,000000055074_jpg.rf.dc30b83da9663870b1885a3fad40fa3c.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000055074_jpg.rf.dc30b83da9663870b1885a3fad40fa3c.jpg,000000055074,640,381,640,381,503.5,112.0,516.5,122.0,13.0,10.0,130.0,10.0,8-16,144.0,far,112.0,2923.24169921875,3.25,2.5,2.5,1.625,1.25,1.25,0.8125,0.625,0.625
train,000000055764_jpg.rf.305195af5f0676bc323469e12dd78904.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000055764_jpg.rf.305195af5f0676bc323469e12dd78904.jpg,000000055764,640,480,640,480,241.0,56.0,255.0,70.0,14.0,14.0,196.0,14.0,8-16,135.32368602724358,far,56.0,765.0125122070312,3.5,3.5,3.5,1.75,1.75,1.75,0.875,0.875,0.875
train,000000055764_jpg.rf.339d2fdbf822f6aed2842731ab50e026.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000055764_jpg.rf.339d2fdbf822f6aed2842731ab50e026.jpg,000000055764,640,480,640,480,241.0,56.0,255.0,70.0,14.0,14.0,196.0,14.0,8-16,135.32368602724358,far,56.0,743.5025024414062,3.5,3.5,3.5,1.75,1.75,1.75,0.875,0.875,0.875
train,000000055764_jpg.rf.90bdb4160e8a5a11b2a04956b62e9726.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000055764_jpg.rf.90bdb4160e8a5a11b2a04956b62e9726.jpg,000000055764,640,480,640,480,241.0,56.0,255.0,70.0,14.0,14.0,196.0,14.0,8-16,135.32368602724358,far,56.0,653.5625,3.5,3.5,3.5,1.75,1.75,1.75,0.875,0.875,0.875
train,000000065440_jpg.rf.3eb9a6dfb761d2f8fecc0d00ca764494.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000065440_jpg.rf.3eb9a6dfb761d2f8fecc0d00ca764494.jpg,000000065440,640,480,640,480,1.0,271.0,17.0,287.0,16.0,16.0,256.0,16.0,16-32,334.3624530356242,far,1.0,1603.3099365234375,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0
train,000000065440_jpg.rf.5520c55dbbb7df887a15f3806180c976.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000065440_jpg.rf.5520c55dbbb7df887a15f3806180c976.jpg,000000065440,640,480,640,480,1.0,271.0,17.0,287.0,16.0,16.0,256.0,16.0,16-32,334.3624530356242,far,1.0,1602.3941650390625,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0
train,000000065440_jpg.rf.59a7fca20df8c63ff43fdcf6779683c2.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000065440_jpg.rf.59a7fca20df8c63ff43fdcf6779683c2.jpg,000000065440,640,480,640,480,1.0,271.0,17.0,287.0,16.0,16.0,256.0,16.0,16-32,334.3624530356242,far,1.0,1508.9937744140625,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0
train,000000069783_jpg.rf.3591d59cb234d96b99aa5c38873d64f8.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000069783_jpg.rf.3591d59cb234d96b99aa5c38873d64f8.jpg,000000069783,640,443,640,443,202.0,40.5,222.0,59.5,20.0,19.0,380.0,19.0,16-32,84.0,far,40.5,2871.47900390625,5.0,4.75,4.75,2.5,2.375,2.375,1.25,1.1875,1.1875
train,000000069783_jpg.rf.d2ef1e1515af3056f9e0e076ddfacc3f.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/train/images/000000069783_jpg.rf.d2ef1e1515af3056f9e0e076ddfacc3f.jpg,000000069783,640,443,640,443,202.0,40.5,222.0,59.5,20.0,19.0,380.0,19.0,16-32,84.0,far,40.5,2891.923095703125,5.0,4.75,4.75,2.5,2.375,2.375,1.25,1.1875,1.1875
